,no,ticker,company,sector,industry,country,market_cap,p/e,price,change,volume
1,1,AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,USA,1083.62B,51.63,2135.50,2.57%,"4,630,260"
