Date,Close
2020-05-26,181.57000732421875
2020-05-27,181.80999755859375
2020-05-28,181.39999389648438
2020-05-29,183.25
2020-06-01,182.8300018310547
2020-06-02,184.91000366210938
2020-06-03,185.36000061035156
2020-06-04,182.9199981689453
2020-06-05,187.1999969482422
2020-06-08,188.36000061035156
2020-06-09,189.8000030517578
2020-06-10,196.83999633789062
2020-06-11,186.27000427246094
2020-06-12,187.74000549316406
2020-06-15,188.94000244140625
2020-06-16,193.57000732421875
2020-06-17,194.24000549316406
2020-06-18,196.32000732421875
2020-06-19,195.14999389648438
2020-06-22,200.57000732421875
2020-06-23,201.91000366210938
2020-06-24,197.83999633789062
2020-06-25,200.33999633789062
2020-06-26,196.3300018310547
2020-06-29,198.44000244140625
2020-06-30,203.50999450683594
2020-07-01,204.6999969482422
2020-07-02,206.25999450683594
2020-07-06,210.6999969482422
2020-07-07,208.25
2020-07-08,212.8300018310547
2020-07-09,214.32000732421875
2020-07-10,213.6699981689453
2020-07-13,207.07000732421875
2020-07-14,208.35000610351562
2020-07-15,208.0399932861328
2020-07-16,203.9199981689453
2020-07-17,202.8800048828125
2020-07-20,211.60000610351562
2020-07-21,208.75
2020-07-22,211.75
2020-07-23,202.5399932861328
2020-07-24,201.3000030517578
2020-07-27,203.85000610351562
2020-07-28,202.02000427246094
2020-07-29,204.05999755859375
2020-07-30,203.89999389648438
2020-07-31,205.00999450683594
2020-08-03,216.5399932861328
2020-08-04,213.2899932861328
2020-08-05,212.94000244140625
2020-08-06,216.35000610351562
2020-08-07,212.47999572753906
2020-08-10,208.25
2020-08-11,203.3800048828125
2020-08-12,209.19000244140625
2020-08-13,208.6999969482422
2020-08-14,208.89999389648438
2020-08-17,210.27999877929688
2020-08-18,211.49000549316406
2020-08-19,209.6999969482422
2020-08-20,214.5800018310547
2020-08-21,213.02000427246094
2020-08-24,213.69000244140625
2020-08-25,216.47000122070312
2020-08-26,221.14999389648438
2020-08-27,226.5800018310547
2020-08-28,228.91000366210938
2020-08-31,225.52999877929688
2020-09-01,227.27000427246094
2020-09-02,231.64999389648438
2020-09-03,217.3000030517578
2020-09-04,214.25
2020-09-08,202.66000366210938
2020-09-09,211.2899932861328
2020-09-10,205.3699951171875
2020-09-11,204.02999877929688
